948519	GCF_963902655.1	948519	Aeromonas rivipollensis	na	Contig	Full	2024/03/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/902/655/GCF_963902655.1_ena-yuan-MGYG000003144/	na	bacteria	2024/04/06	4117	3997	77	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas rivipollensis	unclassified Aeromonas rivipollensis subspecies/strain	GCF_963902655.1_ena-yuan-MGYG000003144
633415	GCF_035788055.1	633415	Aeromonas sanarellii	strain=NC28	Contig	Full	2024/01/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/788/055/GCF_035788055.1_ASM3578805v1/	na	bacteria	2024/01/18	4131	3892	166	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sanarellii	unclassified Aeromonas sanarellii subspecies/strain	GCF_035788055.1_ASM3578805v1
654	GCF_025665435.1	654	Aeromonas veronii	strain=jsyz553301	Complete Genome	Full	2022/10/12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/665/435/GCF_025665435.1_ASM2566543v1/	na	bacteria	2023/11/01	4415	4197	158	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	unclassified Aeromonas veronii subspecies/strain	GCF_025665435.1_ASM2566543v1
689414	GCF_003051805.1	2955230	Vibrio phage pre-CTX	na	Complete Genome	Full	2023/04/27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/051/805/GCF_003051805.1_ASM305180v1/	na	viral	2023/04/28	7	7	0	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Affertcholeramvirus	Affertcholeramvirus preCTX1	unclassified Affertcholeramvirus preCTX1 subspecies/strain	GCF_003051805.1_ASM305180v1
936046	GCF_000300575.1	5341	Agaricus bisporus var. bisporus H97	strain=H97	Scaffold	Full	2012/11/30	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/575/GCF_000300575.1_Agabi_varbisH97_2/	na	fungi	2014/01/02	10606	10444	157	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus bisporus	Agaricus bisporus var. bisporus H97	GCF_000300575.1_Agabi_varbisH97_2
1445810	GCF_001551765.1	1910937	Bacillus phage Bp8p-C	na	Complete Genome	Full	2016/02/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/551/765/GCF_001551765.1_ViralProj310944/	na	viral	2021/10/12	216	211	5	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Herelleviridae	Agatevirus	Agatevirus Bp8pC	unclassified Agatevirus Bp8pC subspecies/strain	GCF_001551765.1_ViralProj310944
39491	GCF_013299655.1	39491	Agathobacter rectalis	strain=MSK.17.70	Contig	Full	2020/06/08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/299/655/GCF_013299655.1_ASM1329965v1/	na	bacteria	2024/02/29	3084	2941	63	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	unclassified Agathobacter rectalis subspecies/strain	GCF_013299655.1_ASM1329965v1
39484	GCF_937907275.1	39484	Agathobaculum desmolans	na	Contig	Full	2023/01/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/937/907/275/GCF_937907275.1_ERR318703_bin.5_CONCOCT_v1.1_MAG/	derived from metagenome	bacteria	2024/02/05	2382	2317	39	Bacteria	Bacillota	Clostridia	Eubacteriales	Butyricicoccaceae	Agathobaculum	Agathobaculum desmolans	unclassified Agathobaculum desmolans subspecies/strain	GCF_937907275.1_ERR318703_bin.5_CONCOCT_v1.1_MAG
732	GCF_003130145.1	732	Aggregatibacter aphrophilus	strain=PN_444	Scaffold	Full	2018/05/16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/130/145/GCF_003130145.1_ASM313014v1/	na	bacteria	2024/03/30	2162	2059	60	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter aphrophilus	unclassified Aggregatibacter aphrophilus subspecies/strain	GCF_003130145.1_ASM313014v1
2025884	GCF_963554095.1	2025884	Aggregatibacter kilianii	na	Contig	Full	2023/10/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/554/095/GCF_963554095.1_ERR10083881_bin.3_MetaWRAP_v1.3_MAG/	derived from metagenome	bacteria	2023/10/07	1995	1932	31	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter kilianii	unclassified Aggregatibacter kilianii subspecies/strain	GCF_963554095.1_ERR10083881_bin.3_MetaWRAP_v1.3_MAG
888057	GCF_900476035.1	739	Aggregatibacter segnis ATCC 33393	strain=NCTC 10977	Complete Genome	Full	2018/06/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/035/GCF_900476035.1_53694_C01/	na	bacteria	2023/12/24	1959	1853	81	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	GCF_900476035.1_53694_C01
239935	GCF_004015285.1	239935	Akkermansia muciniphila	strain=EB-AMDK-13	Complete Genome	Full	2019/01/14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/015/285/GCF_004015285.1_ASM401528v1/	na	bacteria	2023/10/13	2428	2291	65	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	unclassified Akkermansia muciniphila subspecies/strain	GCF_004015285.1_ASM401528v1
28198	GCF_011045415.1	28198	Aliarcobacter cryaerophilus	strain=G13RTA	Complete Genome	Full	2020/03/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/045/415/GCF_011045415.1_ASM1104541v1/	na	bacteria	2024/01/05	2225	2149	65	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter	Aliarcobacter cryaerophilus	unclassified Aliarcobacter cryaerophilus subspecies/strain	GCF_011045415.1_ASM1104541v1
1883365	GCF_001881915.1	2955237	Synechococcus phage S-CAM22	na	Complete Genome	Full	2016/11/15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/881/915/GCF_001881915.1_ViralProj353683/	na	viral	2021/10/12	219	214	5	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Kyanoviridae	Alisovirus	Alisovirus socal22	unclassified Alisovirus socal22 subspecies/strain	GCF_001881915.1_ViralProj353683
2585118	GCF_037232225.1	2585118	Alistipes communis	na	Contig	Full	2024/03/18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/232/225/GCF_037232225.1_ASM3723222v1/	derived from metagenome	bacteria	2024/03/27	2242	2156	46	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes communis	unclassified Alistipes communis subspecies/strain	GCF_037232225.1_ASM3723222v1
2585119	GCF_036780625.1	2585119	Alistipes dispar	na	Scaffold	Full	2024/02/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/780/625/GCF_036780625.1_ASM3678062v1/	derived from metagenome	bacteria	2024/02/25	2121	2057	29	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes dispar	unclassified Alistipes dispar subspecies/strain	GCF_036780625.1_ASM3678062v1
214856	GCF_019132745.1	214856	Alistipes finegoldii	strain=DFI.2.10	Contig	Full	2021/07/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/132/745/GCF_019132745.1_ASM1913274v1/	na	bacteria	2024/04/02	3101	2992	56	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes finegoldii	unclassified Alistipes finegoldii subspecies/strain	GCF_019132745.1_ASM1913274v1
1470347	GCF_037252645.1	1470347	Alistipes ihumii	na	Contig	Full	2024/03/18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/252/645/GCF_037252645.1_ASM3725264v1/	derived from metagenome	bacteria	2024/04/07	2056	1983	31	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes ihumii	unclassified Alistipes ihumii subspecies/strain	GCF_037252645.1_ASM3725264v1
742725	GCF_000231275.1	626932	Alistipes indistinctus YIT 12060	strain=YIT 12060	Scaffold	Full	2011/10/21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/275/GCF_000231275.1_Alis_indi_YIT_V1/	na	bacteria	2023/10/20	2356	2279	50	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes indistinctus	Alistipes indistinctus YIT 12060	GCF_000231275.1_Alis_indi_YIT_V1
2364787	GCF_900604385.1	2364787	Alistipes megaguti	strain=Marseille-P5997	Complete Genome	Full	2018/10/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/604/385/GCF_900604385.1_PRJEB28786/	na	bacteria	2023/10/22	2700	2584	59	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes megaguti	unclassified Alistipes megaguti subspecies/strain	GCF_900604385.1_PRJEB28786
328813	GCF_015668835.1	328813	Alistipes onderdonkii	strain=1001262B_160229_H2	Scaffold	Full	2020/11/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/668/835/GCF_015668835.1_ASM1566883v1/	na	bacteria	2023/10/24	2776	2699	54	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	unclassified Alistipes onderdonkii subspecies/strain	GCF_015668835.1_ASM1566883v1
