2979870	GCF_025628925.2	2979870	Aminobacter sp. NyZ550	strain=NyZ550	Complete Genome	Full	2022/12/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/628/925/GCF_025628925.2_ASM2562892v2/	na	bacteria	2024/02/11	6167	6020	66	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aminobacter	Aminobacter sp. NyZ550	unclassified Aminobacter sp. NyZ550 subspecies/strain	GCF_025628925.2_ASM2562892v2
1390	GCF_002173635.1	1390	Bacillus amyloliquefaciens	strain=SRCM101267	Complete Genome	Full	2017/06/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/635/GCF_002173635.1_ASM217363v1/	na	bacteria	2024/02/17	4256	3998	119	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens	unclassified Bacillus amyloliquefaciens subspecies/strain	GCF_002173635.1_ASM217363v1
28119	GCF_002998435.1	28119	Bacteroides zoogleoformans	strain=ATCC 33285	Complete Genome	Full	2018/03/14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/998/435/GCF_002998435.1_ASM299843v1/	na	bacteria	2023/10/21	2778	2619	76	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides zoogleoformans	unclassified Bacteroides zoogleoformans subspecies/strain	GCF_002998435.1_ASM299843v1
1925019	GCF_001907925.1	1925019	Betapolyomavirus lepweddellii	na	Complete Genome	Full	2016/12/16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/907/925/GCF_001907925.1_ViralProj357839/	na	viral	2016/12/16	7	7	0	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus lepweddellii	unclassified Betapolyomavirus lepweddellii subspecies/strain	GCF_001907925.1_ViralProj357839
555970	GCF_000022965.1	28025	Bifidobacterium animalis subsp. lactis DSM 10140	strain=DSM 10140	Complete Genome	Full	2009/06/19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/965/GCF_000022965.1_ASM2296v1/	na	bacteria	2024/02/12	1620	1539	66	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis	Bifidobacterium animalis subsp. lactis DSM 10140	GCF_000022965.1_ASM2296v1
3080013	GCF_032917985.1	3080013	Bradyrhizobium sp. BWA-3-5	strain=BWA-3-5	Complete Genome	Full	2023/10/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/917/985/GCF_032917985.1_ASM3291798v1/	na	bacteria	2023/10/25	7729	7355	68	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium sp. BWA-3-5	unclassified Bradyrhizobium sp. BWA-3-5 subspecies/strain	GCF_032917985.1_ASM3291798v1
74313	GCF_027271155.1	74313	Brevundimonas subvibrioides	strain=Br6	Complete Genome	Full	2022/12/25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/271/155/GCF_027271155.1_ASM2727115v1/	na	bacteria	2024/02/14	2945	2885	49	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas subvibrioides	unclassified Brevundimonas subvibrioides subspecies/strain	GCF_027271155.1_ASM2727115v1
60550	GCF_037055255.1	60550	Burkholderia pyrrocinia	strain=JBC226	Complete Genome	Full	2024/04/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/055/255/GCF_037055255.1_ASM3705525v1/	na	bacteria	2024/04/05	7893	7580	90	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pyrrocinia	unclassified Burkholderia pyrrocinia subspecies/strain	GCF_037055255.1_ASM3705525v1
1660073	GCF_002139855.1	1660073	Campylobacter porcelli	strain=RM6137	Complete Genome	Full	2017/05/15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/139/855/GCF_002139855.1_ASM213985v1/	na	bacteria	2024/03/05	1685	1614	52	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter porcelli	unclassified Campylobacter porcelli subspecies/strain	GCF_002139855.1_ASM213985v1
327575	GCF_002302615.1	327575	Capnocytophaga leadbetteri	strain=H6253	Complete Genome	Full	2017/09/14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/302/615/GCF_002302615.1_ASM230261v1/	na	bacteria	2023/10/21	2245	2162	64	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga leadbetteri	unclassified Capnocytophaga leadbetteri subspecies/strain	GCF_002302615.1_ASM230261v1
509190	GCF_000092285.1	88688	Caulobacter segnis ATCC 21756	strain=ATCC 21756	Complete Genome	Full	2010/04/30	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/285/GCF_000092285.1_ASM9228v1/	na	bacteria	2023/12/24	4429	4181	60	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter segnis	Caulobacter segnis ATCC 21756	GCF_000092285.1_ASM9228v1
546	GCF_013751655.1	546	Citrobacter freundii	strain=RHBSTW-00350	Complete Genome	Full	2020/07/27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/751/655/GCF_013751655.1_ASM1375165v1/	na	bacteria	2024/02/25	4893	4672	117	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter freundii	unclassified Citrobacter freundii subspecies/strain	GCF_013751655.1_ASM1375165v1
1502	GCF_020138655.1	1502	Clostridium perfringens	strain=346/91	Complete Genome	Full	2021/09/24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/138/655/GCF_020138655.1_ASM2013865v1/	na	bacteria	2023/11/04	2806	2620	125	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens	unclassified Clostridium perfringens subspecies/strain	GCF_020138655.1_ASM2013865v1
2949090	GCF_023634805.2	2949090	Comamonas endophytica	strain=5MLIR	Complete Genome	Full	2022/10/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/634/805/GCF_023634805.2_ASM2363480v2/	na	bacteria	2024/04/07	4107	3939	104	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas endophytica	unclassified Comamonas endophytica subspecies/strain	GCF_023634805.2_ASM2363480v2
1719	GCF_006971625.1	1719	Corynebacterium pseudotuberculosis	strain=OVIOS02	Complete Genome	Full	2019/07/15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/971/625/GCF_006971625.1_ASM697162v1/	na	bacteria	2023/10/01	2128	2015	63	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis	unclassified Corynebacterium pseudotuberculosis subspecies/strain	GCF_006971625.1_ASM697162v1
106590	GCF_016757775.1	106590	Cupriavidus necator	strain=C39.	Complete Genome	Full	2021/01/27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/757/775/GCF_016757775.1_ASM1675777v1/	na	bacteria	2024/03/29	7822	7411	84	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus necator	unclassified Cupriavidus necator subspecies/strain	GCF_016757775.1_ASM1675777v1
1747	GCF_011399455.1	1747	Cutibacterium acnes	strain=SZ2	Complete Genome	Full	2020/03/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/399/455/GCF_011399455.1_ASM1139945v1/	na	bacteria	2024/01/30	2452	2326	58	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	unclassified Cutibacterium acnes subspecies/strain	GCF_011399455.1_ASM1139945v1
180282	GCF_029215875.1	180282	Delftia tsuruhatensis	strain=ULwDis3	Complete Genome	Full	2023/03/15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/215/875/GCF_029215875.1_ASM2921587v1/	na	bacteria	2023/12/03	6461	6302	97	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia tsuruhatensis	unclassified Delftia tsuruhatensis subspecies/strain	GCF_029215875.1_ASM2921587v1
539	GCF_900187105.1	539	Eikenella corrodens	strain=NCTC10596	Complete Genome	Full	2017/08/15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/105/GCF_900187105.1_50618_F01/	na	bacteria	2024/02/12	2221	2105	68	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella corrodens	unclassified Eikenella corrodens subspecies/strain	GCF_900187105.1_50618_F01
1296536	GCF_000807405.2	158836	Enterobacter hormaechei subsp. xiangfangensis	strain=34978	Complete Genome	Full	2015/08/18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/405/GCF_000807405.2_ASM80740v4/	na	bacteria	2024/02/07	5071	4848	115	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei	Enterobacter hormaechei subsp. xiangfangensis	GCF_000807405.2_ASM80740v4
1352	GCF_900639555.1	1352	Enterococcus faecium	na	Complete Genome	Full	2019/01/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/639/555/GCF_900639555.1_E8172_hybrid_assembly/	na	bacteria	2024/02/13	2937	2748	91	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	unclassified Enterococcus faecium subspecies/strain	GCF_900639555.1_E8172_hybrid_assembly
562	GCF_031663095.1	562	Escherichia coli	strain=TUM12368	Complete Genome	Full	2023/09/19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/663/095/GCF_031663095.1_ASM3166309v1/	na	bacteria	2023/09/22	5365	5060	120	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	unclassified Escherichia coli subspecies/strain	GCF_031663095.1_ASM3166309v1
1260	GCF_020735625.1	1260	Finegoldia magna	strain=FDAARGOS_1557	Complete Genome	Full	2021/11/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/735/625/GCF_020735625.1_ASM2073562v1/	na	bacteria	2023/12/22	1907	1826	63	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna	unclassified Finegoldia magna subspecies/strain	GCF_020735625.1_ASM2073562v1
76859	GCF_019552085.1	76859	Fusobacterium animalis	strain=THCT7A2	Complete Genome	Full	2021/08/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/552/085/GCF_019552085.1_ASM1955208v1/	na	bacteria	2024/04/08	2354	2219	64	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium animalis	unclassified Fusobacterium animalis subspecies/strain	GCF_019552085.1_ASM1955208v1
1379	GCF_020097455.1	1379	Gemella haemolysans	strain=FDAARGOS_1500	Complete Genome	Full	2021/09/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/097/455/GCF_020097455.1_ASM2009745v1/	na	bacteria	2024/03/29	1743	1670	57	Bacteria	Bacillota	Bacilli	Bacillales	Gemellaceae	Gemella	Gemella haemolysans	unclassified Gemella haemolysans subspecies/strain	GCF_020097455.1_ASM2009745v1
511969	GCF_000864545.1	1910969	Escherichia phage ID2 Moscow/ID/2001	na	Complete Genome	Full	2006/03/16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/864/545/GCF_000864545.1_ViralProj16591/	na	viral	2018/08/13	11	11	0	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Gequatrovirus	Gequatrovirus talmos	unclassified Gequatrovirus talmos subspecies/strain	GCF_000864545.1_ViralProj16591
727	GCF_003425765.1	727	Haemophilus influenzae	strain=P595-8370	Complete Genome	Full	2018/08/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/425/765/GCF_003425765.1_ASM342576v1/	na	bacteria	2024/04/01	1819	1668	80	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae	unclassified Haemophilus influenzae subspecies/strain	GCF_003425765.1_ASM342576v1
863372	GCF_024930265.1	863372	Herbaspirillum huttiense	strain=ZXN111	Complete Genome	Full	2022/09/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/930/265/GCF_024930265.1_ASM2493026v1/	na	bacteria	2023/09/21	5419	5312	70	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum huttiense	unclassified Herbaspirillum huttiense subspecies/strain	GCF_024930265.1_ASM2493026v1
2751478	GCF_029690045.1	2751478	Janthinobacterium rivuli	strain=DEMB2	Complete Genome	Full	2023/04/12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/690/045/GCF_029690045.1_ASM2969004v1/	na	bacteria	2024/04/11	5734	5588	122	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium rivuli	unclassified Janthinobacterium rivuli subspecies/strain	GCF_029690045.1_ASM2969004v1
573	GCF_018502565.1	573	Klebsiella pneumoniae	strain=RGT40-1	Complete Genome	Full	2021/05/26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/502/565/GCF_018502565.1_ASM1850256v1/	na	bacteria	2024/01/01	5827	5530	122	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	unclassified Klebsiella pneumoniae subspecies/strain	GCF_018502565.1_ASM1850256v1
33959	GCF_002176835.1	33959	Lactobacillus johnsonii	strain=UMNLJ22	Complete Genome	Full	2017/06/08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/176/835/GCF_002176835.1_ASM217683v1/	na	bacteria	2024/03/05	1989	1779	101	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus johnsonii	unclassified Lactobacillus johnsonii subspecies/strain	GCF_002176835.1_ASM217683v1
1785996	GCF_001553645.1	1785996	Leptotrichia sp. oral taxon 847	strain=F0260	Complete Genome	Full	2016/02/09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/645/GCF_001553645.1_ASM155364v1/	na	bacteria	2024/03/03	2123	2036	62	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia sp. oral taxon 847	unclassified Leptotrichia sp. oral taxon 847 subspecies/strain	GCF_001553645.1_ASM155364v1
2880934	GCF_020616515.1	2880934	Mesorhizobium sp. PAMC28654	strain=PAMC28654	Complete Genome	Full	2021/10/26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/616/515/GCF_020616515.1_ASM2061651v1/	na	bacteria	2023/11/23	6644	6200	64	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. PAMC28654	unclassified Mesorhizobium sp. PAMC28654 subspecies/strain	GCF_020616515.1_ASM2061651v1
2051553	GCF_021228015.1	2051553	Methylobacterium currus	strain=TP-3	Complete Genome	Full	2021/12/18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/228/015/GCF_021228015.1_ASM2122801v1/	na	bacteria	2024/02/08	7143	6834	133	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium currus	unclassified Methylobacterium currus subspecies/strain	GCF_021228015.1_ASM2122801v1
367477	GCF_001513675.1	367477	Microbacterium sp. XT11	strain=XT11	Complete Genome	Full	2016/01/12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/513/675/GCF_001513675.1_ASM151367v1/	na	bacteria	2024/03/03	3397	3310	56	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. XT11	unclassified Microbacterium sp. XT11 subspecies/strain	GCF_001513675.1_ASM151367v1
1270	GCF_020217385.1	1270	Micrococcus luteus	strain=anQ-m1	Complete Genome	Full	2021/10/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/217/385/GCF_020217385.1_ASM2021738v1/	na	bacteria	2023/11/10	2318	2219	59	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus luteus	unclassified Micrococcus luteus subspecies/strain	GCF_020217385.1_ASM2021738v1
1770	GCF_000835265.1	1764	Mycobacterium avium subsp. paratuberculosis	strain=E93	Complete Genome	Full	2015/02/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/265/GCF_000835265.1_ASM83526v1/	na	bacteria	2024/02/03	4580	4200	53	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium	Mycobacterium avium subsp. paratuberculosis	GCF_000835265.1_ASM83526v1
144549	GCF_036585175.1	1766	Mycolicibacterium fortuitum subsp. fortuitum	strain=ATCC 6842	Complete Genome	Full	2024/04/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/585/175/GCF_036585175.1_ASM3658517v1/	na	bacteria	2024/04/05	6109	5982	63	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium fortuitum	Mycolicibacterium fortuitum subsp. fortuitum	GCF_036585175.1_ASM3658517v1
485	GCF_028483175.2	485	Neisseria gonorrhoeae	strain=SE690.	Complete Genome	Full	2023/02/13	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/483/175/GCF_028483175.2_ASM2848317v2/	na	bacteria	2024/03/27	2326	2006	71	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	unclassified Neisseria gonorrhoeae subspecies/strain	GCF_028483175.2_ASM2848317v2
1827297	GCF_037479355.1	1827297	Ochrobactrum vermis	strain=MYb71	Contig	Full	2024/03/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/479/355/GCF_037479355.1_ASM3747935v1/	na	bacteria	2024/04/06	5170	4992	77	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Ochrobactrum	Ochrobactrum vermis	unclassified Ochrobactrum vermis subspecies/strain	GCF_037479355.1_ASM3747935v1
169430	GCF_003330805.1	169430	Paraburkholderia hospita	strain=mHSR1	Complete Genome	Full	2018/07/20	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/330/805/GCF_003330805.1_ASM333080v1/	na	bacteria	2024/02/06	9868	9464	91	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia hospita	unclassified Paraburkholderia hospita subspecies/strain	GCF_003330805.1_ASM333080v1
33033	GCF_000800295.1	33033	Parvimonas micra	strain=KCOM 1535 (=ChDC B708)	Complete Genome	Full	2014/12/09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/295/GCF_000800295.1_ASM80029v1/	na	bacteria	2022/07/13	1536	1467	55	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra	unclassified Parvimonas micra subspecies/strain	GCF_000800295.1_ASM80029v1
54005	GCF_016726485.1	54005	Peptoniphilus harei	strain=FDAARGOS_1136	Complete Genome	Full	2021/01/20	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/726/485/GCF_016726485.1_ASM1672648v1/	na	bacteria	2023/12/24	1831	1747	54	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus harei	unclassified Peptoniphilus harei subspecies/strain	GCF_016726485.1_ASM1672648v1
837	GCF_002753955.1	837	Porphyromonas gingivalis	strain=KCOM 2799	Complete Genome	Full	2017/11/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/753/955/GCF_002753955.1_ASM275395v1/	na	bacteria	2023/10/21	2184	2055	67	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis	unclassified Porphyromonas gingivalis subspecies/strain	GCF_002753955.1_ASM275395v1
470565	GCF_018128125.1	470565	Prevotella histicola	strain=F0411	Complete Genome	Full	2021/04/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/128/125/GCF_018128125.1_ASM1812812v1/	na	bacteria	2023/10/24	2397	2277	65	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella histicola	unclassified Prevotella histicola subspecies/strain	GCF_018128125.1_ASM1812812v1
287	GCF_013467605.1	287	Pseudomonas aeruginosa	strain=ACR22	Complete Genome	Full	2020/07/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/467/605/GCF_013467605.1_ASM1346760v1/	na	bacteria	2024/01/03	6039	5914	80	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	unclassified Pseudomonas aeruginosa subspecies/strain	GCF_013467605.1_ASM1346760v1
1310165	GCF_014884705.1	1310165	Ralstonia pseudosolanacearum	strain=RUN2279	Complete Genome	Full	2020/10/13	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/884/705/GCF_014884705.1_ASM1488470v1/	na	bacteria	2024/01/28	5259	4963	73	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia pseudosolanacearum	unclassified Ralstonia pseudosolanacearum subspecies/strain	GCF_014884705.1_ASM1488470v1
396	GCF_001664285.1	396	Rhizobium phaseoli	strain=N931	Complete Genome	Full	2016/06/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/664/285/GCF_001664285.1_ASM166428v1/	na	bacteria	2024/03/04	6518	6241	64	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium phaseoli	unclassified Rhizobium phaseoli subspecies/strain	GCF_001664285.1_ASM166428v1
